iter	RMSE
949	339739.5873
950	339724.5117
951	339710.3591
952	339687.2998
953	339682.7927
954	339658.2715
955	339648.7858
956	339642.9397
957	339630.7549
958	339621.5803
959	339600.6272
960	339586.0514
961	339570.1116
962	339564.5505
963	339547.1149
964	339525.9995
965	339481.9524
966	339476.5173
967	339468.7182
968	339458.1908
969	339433.5066
970	339422.234
971	339389.6257
972	339375.125
973	339364.6805
974	339349.4363
975	339343.3115
976	339330.7535
977	339313.1183
978	339293.0599
979	339281.4018
980	339268.3165
981	339248.8547
982	339237.3005
983	339222.8021
984	339196.69
985	339185.2932
986	339180.2131
987	339168.7461
988	339110.1072
989	339100.3054
990	339091.932
991	339080.7185
992	339065.6334
993	339055.9792
994	339017.4419
995	339001.55
996	338978.6235
997	338968.4764
998	338910.8875
999	338894.0368
76.5056
998	349367.3818
999	349357.5109
