ID,count
1065,17
1066,16
1067,19
1068,17
1069,26
1070,16
1071,20
1072,19
1073,20
1074,16
1075,18
1076,17
1077,18
1078,21
1079,17
1080,25
1081,18
1082,17
1083,20
1084,22
1085,21
1086,17
1087,20
1088,20
1089,20
1090,19
1091,25
1092,21
1093,17
1094,21
1095,20
1096,20
1097,20
1098,15
1099,16
1100,17
1101,17
1102,21
1103,27
1104,19
1105,20
1106,17
1107,18
1108,17
1109,22
1110,20
1111,20
1112,24
1113,23
1114,16
1115,20
1116,20
1117,22
1118,21
1119,23
1120,19
1121,14
1122,24
1123,17
1124,14
1125,14
1126,18
1127,17
1128,22
1129,20
1130,19
1131,21
1132,18
1133,18
1134,27
1135,25
1136,20
1137,19
1138,20
1139,28
1140,20
1141,22
1142,17
1143,22
1144,21
1145,22
1146,17
1147,17
1148,24
1149,21
1150,22
1151,19
1152,25
1153,21
1154,20
1155,23
1156,21
1157,21
1158,23
1159,20
1160,14
1161,28
1162,16
1163,18
1164,14
1165,23
1166,18
1167,16
1168,20
1169,23
1170,20
1171,23
1172,19
1173,15
1174,20
1175,14
1176,14
1177,21
1178,18
1179,18
1180,16
1181,21
1182,26
1183,20
1184,25
1185,21
1186,23
1187,19
1188,18
1189,19
1190,23
1191,19
1192,19
1193,19
1194,15
1195,29
1196,18
1197,19
1198,14
1199,18
1200,22
1201,23
1202,20
1203,15
1204,24
1205,17
1206,19
1207,21
1208,20
1209,23
1210,31
1211,16
1212,20
1213,22
1214,17
1215,25
1216,16
1217,21
1218,16
1219,20
1220,27
1221,15
1222,19
1223,22
1224,15
1225,18
1226,15
1227,22
1228,17
1229,24
1230,20
1231,21
1232,18
1233,23
1234,20
1235,20
1236,24
1237,21
1238,21
1239,20
1240,19
1241,21
1242,22
1243,17
1244,21
1245,22
1246,20
1247,17
1248,20
1249,16
1250,17
1251,17
1252,25
1253,19
1254,18
1255,22
1256,22
1257,18
1258,19
1259,15
1260,19
1261,22
1262,23
1263,19
1264,20
1265,22
1266,16
1267,18
1268,21
1269,18
1270,23
1271,21
1272,21
1273,17
1274,17
1275,13
1276,26
1277,19
1278,21
1279,22
1280,20
1281,19
1282,17
1283,24
1284,23
1285,18
1286,18
1287,22
1288,23
1289,24
1290,16
1291,20
1292,20
1293,15
1294,20
1295,19
1296,19
1297,17
1298,17
1299,26
1300,24
1301,20
1302,14
1303,15
1304,17
1305,17
1306,17
1307,16
1308,14
1309,13
1310,21
1311,21
1312,24
1313,15
1314,20
1315,20
1316,21
1317,18
1318,23
1319,23
1320,18
1321,21
1322,19
1323,17
1324,20
1325,19
1326,20
1327,21
1328,14
1329,18
1330,17
1331,21
1332,17
1333,18
1334,21
1335,18
1336,23
1337,21
1338,19
1339,14
1340,17
1341,21
1342,18
1343,20
1344,17
1345,20
1346,21
1347,18
1348,14
1349,17
1350,17
1351,17
1352,18
1353,25
1354,20
1355,29
1356,19
1357,19
1358,22
1359,16
1360,25
1361,23
1362,21
1363,19
1364,18
1365,23
1366,19
1367,19
1368,20
1369,20
1370,16
1371,20
1372,23
1373,21
1374,15
1375,18
1376,19
1377,25
1378,20
1379,15
1380,16
1381,20
1382,24
1383,17
1384,18
1385,23
1386,17
1387,15
1388,20
1389,15
1390,14
1391,18
1392,20
1393,17
1394,16
1395,18
1396,21
1397,16
1398,17
1399,13
1400,17
1401,20
1402,18
1403,16
1404,19
1405,20
1406,13
1407,18
1408,17
1409,17
1410,17
1411,14
1412,18
1413,16
1414,20
1415,15
1416,16
1417,18
1418,19
1419,17
1420,18
1421,19
1422,18
1423,23
1424,15
1425,23
1426,20
1427,21
1428,16
1429,19
1430,21
1431,19
1432,25
1433,21
1434,21
1435,25
1436,21
1437,20
1438,25
1439,17
1440,22
1441,21
1442,19
1443,20
1444,20
1445,18
1446,17
1447,21
1448,21
1449,21
1450,19
1451,19
1452,25
1453,20
1454,22
1455,19
1456,18
1457,17
1458,16
1459,12
1460,17
1461,18
1462,21
1463,20
1464,21
1465,17
1466,15
1467,20
1468,19
1469,18
1470,17
1471,20
1472,21
1473,19
1474,21
1475,20
1476,20
1477,20
1478,22
1479,19
1480,20
1481,25
1482,18
1483,18
1484,23
1485,20
1486,16
1487,18
1488,19
1489,19
1490,16
1491,19
1492,22
1493,18
1494,14
1495,15
1496,20
1497,23
1498,18
1499,17
1500,18
1501,24
1502,21
1503,16
1504,21
1505,18
1506,18
1507,18
1508,19
1509,17
1510,19
1511,24
1512,24
1513,25
1514,18
1515,20
1516,18
1517,17
1518,18
1519,19
1520,20
1521,19
1522,19
1523,25
1524,19
1525,17
1526,21
1527,17
1528,21
1529,20
1530,21
1531,24
1532,12
1533,18
1534,13
1535,17
1536,20
1537,20
1538,22
1539,21
1540,22
1541,20
1542,15
1543,22
1544,19
1545,16
1546,19
1547,18
1548,18
1549,13
1550,18
1551,18
1552,20
1553,16
1554,17
1555,18
1556,18
1557,19
1558,23
1559,24
1560,19
1561,28
1562,20
1563,17
1564,20
1565,16
1566,22
1567,22
1568,21
1569,17
1570,17
1571,26
1572,23
1573,14
1574,14
1575,21
1576,17
1577,27
1578,19
1579,16
1580,14
1581,19
1582,18
1583,19
1584,22
1585,18
1586,14
1587,20
1588,14
1589,20
1590,16
1591,19
1592,18
1593,19
1594,19
1595,20
1596,14
1597,25
1598,25
1599,17
1600,19
1601,23
1602,15
1603,13
1604,21
1605,24
1606,22
1607,19
1608,17
1609,18
1610,18
1611,17
1612,20
1613,17
1614,18
1615,20
1616,14
1617,17
1618,20
1619,20
1620,15
1621,18
1622,18
1623,18
1624,20
1625,19
1626,14
1627,17
1628,19
1629,19
1630,19
1631,17
1632,16
1633,16
1634,19
1635,18
1636,22
1637,22
1638,18
1639,17
1640,17
1641,19
1642,18
1643,25
1644,20
1645,15
1646,21
1647,18
1648,18
1649,20
1650,19
1651,21
1652,17
1653,17
1654,17
1655,28
1656,19
1657,19
1658,22
1659,17
1660,22
1661,16
1662,20
1663,15
1664,21
1665,16
1666,23
1667,16
1668,17
1669,19
1670,14
1671,17
1672,17
1673,18
1674,16
1675,21
1676,21
1677,16
1678,20
1679,22
1680,20
1681,24
1682,21
1683,20
1684,26
1685,14
1686,19
1687,17
1688,23
1689,21
1690,20
1691,16
1692,18
1693,19
1694,20
1695,16
1696,17
1697,18
1698,23
1699,21
1700,23
1701,20
1702,15
1703,17
1704,29
1705,18
1706,14
1707,21
1708,22
1709,16
1710,19
1711,16
1712,23
1713,17
1714,18
1715,20
1716,24
1717,19
1718,20
1719,19
1720,15
1721,20
1722,22
1723,14
1724,19
1725,16
1726,17
1727,19
1728,20
1729,24
1730,22
1731,21
1732,16
1733,16
1734,16
1735,15
1736,20
1737,20
1738,19
1739,18
1740,20
1741,18
1742,16
1743,20
1744,19
1745,22
1746,13
1747,20
1748,22
1749,19
1750,23
1751,20
1752,19
1753,16
1754,17
1755,21
1756,17
1757,21
1758,16
1759,14
1760,19
1761,17
1762,14
1763,19
1764,16
1765,18
1766,19
1767,18
1768,18
1769,17
1770,17
1771,24
1772,17
1773,27
1774,18
1775,20
1776,21
1777,18
1778,19
1779,21
1780,15
1781,19
1782,25
1783,19
1784,20
1785,17
1786,20
1787,22
1788,21
1789,20
1790,23
1791,16
1792,18
1793,19
1794,19
1795,18
1796,19
1797,21
1798,18
1799,21
1800,19
1801,21
1802,19
1803,17
1804,20
1805,22
1806,21
1807,22
1808,17
1809,15
1810,20
1811,20
1812,20
1813,20
1814,18
1815,17
1816,13
1817,13
1818,17
1819,19
1820,23
1821,16
1822,17
1823,14
1824,19
1825,16
1826,22
1827,11
1828,15
1829,16
1830,14
1831,21
1832,17
1833,18
1834,21
1835,19
1836,22
1837,16
1838,17
1839,21
1840,15
1841,18
1842,17
1843,18
1844,21
1845,18
1846,17
1847,22
1848,22
1849,16
1850,17
1851,18
1852,20
1853,17
1854,21
1855,18
1856,16
1857,19
1858,19
1859,17
1860,14
1861,18
1862,19
1863,16
1864,20
1865,14
1866,19
1867,18
1868,15
1869,15
1870,21
1871,15
1872,16
1873,16
1874,17
1875,17
1876,15
1877,15
1878,19
1879,18
1880,23
1881,17
1882,22
1883,17
1884,16
1885,17
1886,17
1887,19
1888,18
1889,17
1890,16
1891,18
1892,15
1893,21
1894,27
1895,17
1896,15
1897,17
1898,20
1899,18
1900,17
1901,16
1902,19
1903,16
1904,19
1905,19
1906,21
1907,19
1908,20
1909,17
1910,21
1911,19
1912,16
1913,16
1914,14
1915,14
1916,20
1917,17
1918,21
1919,18
1920,18
1921,24
1922,16
1923,24
1924,18
1925,17
1926,16
1927,17
1928,18
1929,22
1930,27
1931,20
1932,19
1933,17
1934,15
1935,23
1936,21
1937,15
1938,23
1939,22
1940,17
1941,18
1942,20
1943,19
1944,21
1945,21
1946,17
1947,18
1948,19
1949,17
1950,19
1951,17
1952,18
1953,17
1954,22
1955,19
1956,15
1957,21
1958,26
1959,17
1960,23
1961,14
1962,20
1963,17
1964,14
1965,18
1966,16
1967,18
1968,16
1969,24
1970,22
1971,18
1972,23
1973,14
1974,18
1975,21
1976,15
1977,20
1978,18
1979,19
1980,17
1981,20
1982,23
1983,21
1984,20
1985,18
1986,17
1987,20
1988,17
1989,16
1990,17
1991,19
1992,14
1993,19
1994,22
1995,24
1996,14
1997,20
1998,22
1999,19
2000,13
2001,19
2002,16
2003,20
2004,22
2005,14
2006,18
2007,15
2008,18
2009,20
2010,15
2011,19
2012,17
2013,17
2014,17
2015,19
2016,16
2017,18
2018,17
2019,18
2020,17
2021,20
2022,13
2023,17
2024,18
2025,17
2026,17
2027,16
2028,18
2029,12
2030,16
2031,20
2032,18
2033,16
2034,18
2035,26
2036,18
2037,16
2038,23
2039,21
2040,15
2041,17
2042,19
2043,20
2044,18
2045,15
2046,22
2047,19
2048,15
2049,15
2050,16
2051,22
2052,23
2053,14
2054,21
2055,16
2056,19
2057,18
2058,19
2059,19
2060,18
2061,19
2062,17
2063,15
2064,17
2065,15
2066,15
2067,16
2068,19
2069,14
2070,17
2071,15
2072,16
2073,18
2074,20
2075,13
2076,17
2077,20
2078,15
2079,19
2080,21
2081,17
2082,17
2083,17
2084,19
2085,14
2086,20
2087,17
2088,17
2089,15
2090,19
2091,19
2092,17
2093,15
2094,17
2095,15
2096,16
2097,17
2098,18
2099,14
2100,24
2101,23
2102,21
2103,18
2104,20
2105,19
2106,18
2107,17
2108,17
2109,17
2110,22
2111,14
2112,12
2113,17
2114,19
2115,18
2116,21
2117,18
2118,20
2119,17
2120,21
2121,21
2122,17
2123,17
2124,19
2125,16
2126,16
2127,15
2128,20
2129,21
2130,20
2131,14
2132,16
2133,24
2134,16
2135,17
2136,14
2137,18
2138,23
2139,23
2140,20
2141,14
2142,15
2143,17
2144,17
2145,23
2146,16
2147,18
2148,23
2149,19
2150,12
2151,18
2152,15
2153,21
2154,13
2155,15
2156,13
2157,20
2158,17
2159,19
2160,19
2161,17
2162,15
2163,19
2164,18
2165,17
2166,18
2167,15
2168,17
2169,14
2170,13
2171,14
2172,16
2173,14
2174,20
2175,17
2176,18
2177,17
2178,14
2179,18
2180,15
2181,22
2182,22
2183,21
2184,18
2185,17
2186,17
2187,16
2188,19
2189,21
2190,14
2191,20
2192,18
2193,15
2194,16
2195,22
2196,16
2197,21
2198,14
2199,14
2200,19
2201,18
2202,19
2203,12
2204,16
2205,14
2206,19
2207,14
2208,19
2209,16
2210,19
2211,16
2212,16
2213,20
2214,18
2215,18
2216,16
2217,23
2218,18
2219,13
2220,17
2221,15
2222,18
2223,20
2224,17
2225,18
2226,19
2227,17
2228,17
2229,16
2230,15
2231,18
2232,18
2233,17
2234,16
2235,16
2236,18
2237,14
2238,20
2239,16
2240,19
2241,16
2242,24
2243,16
2244,21
2245,20
2246,22
2247,19
2248,19
2249,17
2250,19
2251,17
2252,16
2253,25
2254,18
2255,22
2256,22
2257,20
2258,19
2259,16
2260,17
2261,19
2262,17
2263,17
2264,18
2265,18
2266,18
2267,25
2268,19
2269,17
2270,12
2271,21
2272,19
2273,18
2274,18
2275,18
2276,19
2277,18
2278,13
2279,16
2280,16
2281,20
2282,16
2283,15
2284,18
2285,19
2286,17
2287,19
2288,16
2289,15
2290,15
2291,17
2292,15
2293,15
2294,23
2295,18
2296,21
2297,17
2298,18
2299,18
2300,17
2301,19
2302,19
2303,18
2304,12
2305,14
2306,13
2307,16
2308,18
2309,17
2310,18
2311,17
2312,19
2313,17
2314,13
2315,17
2316,20
2317,22
2318,16
2319,15
2320,18
2321,24
2322,17
2323,16
2324,16
2325,16
2326,22
2327,18
2328,16
2329,14
2330,19
2331,24
2332,18
2333,20
2334,20
2335,13
2336,18
2337,13
2338,18
2339,14
2340,21
2341,20
2342,20
2343,15
2344,16
2345,20
2346,19
2347,22
2348,22
2349,18
2350,17
2351,20
2352,16
2353,12
2354,15
2355,24
2356,16
2357,17
2358,22
2359,16
2360,21
2361,18
2362,20
2363,18
2364,20
2365,24
2366,18
2367,24
2368,17
2369,16
2370,16
2371,22
2372,14
2373,15
2374,20
2375,13
2376,16
2377,15
2378,21
2379,17
2380,14
2381,22
2382,17
2383,18
2384,13
2385,18
2386,17
2387,15
2388,17
2389,20
2390,17
2391,15
2392,24
2393,17
2394,16
2395,14
2396,19
2397,13
2398,14
2399,17
2400,16
2401,13
2402,18
2403,14
2404,18
2405,15
2406,14
2407,17
2408,16
2409,15
2410,14
2411,18
2412,16
2413,18
2414,20
2415,13
2416,12
2417,23
2418,19
2419,21
2420,17
2421,25
2422,24
2423,18
2424,14
2425,16
2426,19
2427,23
2428,21
2429,18
2430,12
2431,15
2432,21
2433,16
2434,20
2435,19
2436,19
2437,20
2438,17
2439,17
2440,16
2441,15
2442,15
2443,18
2444,17
2445,18
2446,18
2447,20
2448,18
2449,22
2450,16
2451,16
2452,21
2453,20
2454,17
2455,14
2456,20
2457,19
2458,18
2459,18
2460,18
2461,20
2462,21
2463,18
2464,23
2465,19
2466,15
2467,15
2468,17
2469,16
2470,19
2471,15
2472,20
2473,18
2474,18
2475,16
2476,21
2477,15
2478,17
2479,15
2480,16
2481,14
2482,16
2483,21
2484,13
2485,19
2486,20
2487,13
2488,16
2489,17
2490,20
2491,20
2492,17
2493,24
2494,19
2495,20
2496,16
2497,20
2498,20
2499,21
2500,18
2501,17
2502,22
2503,18
2504,20
2505,22
2506,16
2507,22
2508,22
2509,18
2510,20
2511,14
2512,15
2513,16
2514,16
2515,18
2516,21
2517,18
2518,21
2519,17
2520,18
2521,14
2522,20
2523,17
2524,20
2525,15
2526,17
2527,16
2528,20
2529,19
2530,16
2531,16
2532,21
2533,14
2534,16
2535,19
2536,22
2537,14
2538,17
2539,19
2540,18
2541,18
2542,17
2543,18
2544,15
2545,23
2546,19
2547,14
2548,19
2549,15
2550,17
2551,16
2552,18
2553,16
2554,18
2555,26
2556,14
2557,17
2558,17
2559,22
2560,17
2561,17
2562,16
2563,19
2564,16
2565,18
2566,18
2567,13
2568,21
2569,22
2570,19
2571,21
2572,19
2573,17
2574,19
2575,19
2576,17
2577,26
2578,24
2579,17
2580,18
2581,16
2582,21
2583,23
2584,17
2585,20
2586,16
2587,18
2588,17
2589,18
2590,17
2591,12
2592,17
2593,16
2594,17
2595,20
2596,17
2597,17
2598,15
2599,16
2600,17
2601,17
2602,18
2603,18
2604,17
2605,22
2606,23
2607,20
2608,20
2609,17
2610,21
2611,20
2612,13
2613,15
2614,19
2615,14
2616,18
2617,14
2618,15
2619,20
2620,14
2621,12
2622,17
2623,16
2624,16
2625,20
2626,14
2627,17
2628,17
2629,12
2630,12
2631,16
2632,20
2633,18
2634,20
2635,16
2636,20
2637,16
2638,15
2639,18
2640,14
2641,15
2642,15
2643,16
2644,16
2645,13
2646,17
2647,15
2648,16
2649,15
2650,19
2651,17
2652,12
2653,18
2654,16
2655,21
2656,16
2657,18
2658,20
2659,16
2660,20
2661,17
2662,22
2663,17
2664,22
2665,20
2666,18
2667,21
2668,25
2669,17
2670,18
2671,17
2672,17
2673,14
2674,16
2675,17
2676,13
2677,19
2678,15
2679,17
2680,19
2681,16
2682,17
2683,20
2684,18
2685,19
2686,18
2687,18
2688,16
2689,13
2690,19
2691,18
2692,19
2693,15
2694,19
2695,15
2696,22
2697,17
2698,15
2699,17
2700,21
2701,17
2702,17
2703,17
2704,16
2705,23
2706,17
2707,19
2708,16
2709,18
2710,17
2711,15
2712,18
2713,18
2714,19
2715,12
2716,15
2717,17
2718,17
2719,18
2720,16
2721,14
2722,16
2723,19
2724,15
2725,15
2726,19
2727,15
2728,19
2729,15
2730,21
2731,22
2732,17
2733,23
2734,25
2735,22
2736,21
2737,16
2738,22
2739,24
2740,16
2741,18
2742,18
2743,17
2744,16
2745,18
2746,17
2747,18
2748,18
2749,17
2750,16
2751,16
2752,17
2753,18
2754,20
2755,19
2756,17
2757,15
2758,15
2759,16
2760,16
2761,15
2762,18
2763,16
2764,16
2765,16
2766,21
2767,18
2768,14
2769,15
2770,16
2771,16
2772,18
2773,17
2774,17
2775,20
2776,17
2777,20
2778,20
2779,20
2780,25
2781,18
2782,16
2783,16
2784,21
2785,14
2786,17
2787,13
2788,16
2789,18
2790,15
2791,17
2792,16
2793,19
2794,14
2795,17
2796,19
2797,17
2798,16
2799,20
2800,25
2801,22
2802,16
2803,15
2804,17
2805,19
2806,18
2807,20
2808,17
2809,13
2810,17
2811,15
2812,23
2813,16
2814,20
2815,16
2816,13
2817,18
2818,22
2819,23
2820,20
2821,19
2822,23
2823,20
2824,18
2825,21
2826,17
2827,18
2828,14
2829,18
2830,16
2831,16
2832,18
2833,17
2834,19
2835,17
2836,18
2837,22
2838,16
2839,17
2840,24
2841,17
2842,16
2843,17
2844,14
2845,18
2846,18
2847,16
2848,18
2849,18
2850,17
2851,17
2852,22
2853,19
2854,18
2855,17
2856,19
2857,18
2858,18
2859,19
2860,17
2861,11
2862,18
2863,17
2864,22
2865,16
2866,22
2867,14
2868,17
2869,16
2870,21
2871,15
2872,16
2873,17
2874,16
2875,20
2876,16
2877,20
2878,18
2879,17
2880,18
2881,15
2882,17
2883,18
2884,17
2885,15
2886,17
2887,15
2888,22
2889,19
2890,19
2891,18
2892,22
2893,13
2894,20
2895,16
2896,15
2897,17
2898,21
2899,21
2900,16
2901,17
2902,15
2903,21
2904,19
2905,16
2906,18
2907,17
2908,20
2909,19
2910,12
2911,18
2912,18
2913,17
2914,16
2915,14
2916,19
2917,20
2918,19
2919,18
2920,16
2921,16
2922,19
2923,13
2924,24
2925,17
2926,14
2927,18
2928,15
2929,16
2930,22
2931,14
2932,15
2933,20
2934,21
2935,18
2936,17
2937,14
2938,15
2939,14
2940,19
2941,20
2942,15
2943,19
2944,14
2945,17
2946,15
2947,15
2948,14
2949,18
2950,14
2951,15
2952,19
2953,14
2954,19
2955,16
2956,15
2957,15
2958,16
2959,20
2960,22
2961,14
2962,18
2963,17
2964,17
2965,20
2966,18
2967,17
2968,21
2969,17
2970,19
2971,17
2972,18
2973,19
2974,11
2975,19
2976,13
2977,21
2978,20
2979,17
2980,16
2981,15
2982,18
2983,15
2984,17
2985,17
2986,16
2987,18
2988,18
2989,15
2990,17
2991,17
2992,27
2993,18
2994,18
2995,21
2996,21
2997,18
